,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
2055,Dell,G16 7620 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,5.38 Pounds,1593.58
2056,Acer,Aspire 5,AMD Ryzen 3 AMD Ryzen 3 3350U 2.2 GHz,AMD Radeon Graphics,4 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,3.99 Pounds,489.0
2057,Dell,Dell Inspiron,AMD AMD R Series 4700U 2 GHz,AMD Radeon(TM) RX Vega 10 Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windowws 10,,590.0
2058,acer,Acer Aspire,Intel Core i7-1165G7,Intel Iris,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,,669.98
2059,LG,LG Gram 16,Intel Core i7 Family 2.8 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,2560 x 1600,512 GB SSD,Windows 11 Pro,3.26 Pounds,1199.0
2060,acer,Aspire 5,Intel Core i5 Family Intel Core i5-1135G7 2.3 GHz,Intel Iris Xe Graphics,12 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,3.75 Pounds,619.0
2061,Dell,Dell I5420,Intel Core i7 Family Intel Core i7-1255U 3.2 GHz,Intel Iris Xe Graphics,64 GB,14 Inches,1920 x 1080 pixels,2 TB SSD,Windows 10 Pro,3.4 Pounds,1549.99
2062,HP,17-CN000,Intel Core i7 Family 2.8 GHz,Intel Iris Xe Graphics,32 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,5.6 Pounds,1449.0
2063,Lenovo,Lenovo Ideapad,Intel Celeron N3350 1.1 GHz,Intel HD Graphics 500,2 GB,14 Inches,1366 x 768 pixels,32 GB Emmc,Windows 10,3.2 Pounds,239.0
2064,Dell,Alienware m17 Ryzen Edition R5 Laptop,AMD Ryzen 7 3.2 GHz,AMD RADEON RX 6700 XT,64 GB,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,1882.14
2065,Dell,Latitude 7410 Laptop,Intel Core i7 1.8 GHz,Intel,32 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,8 Pounds,1111.1
2066,Dell,Inspiron 3515,AMD R Series 2.1 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1366 x 768,1 TB,Windows 11 Pro,3.56 Pounds,778.58
2067,LENOVO,THINKPAD YOGA 12,Intel Core i5 INTEL CORE I5-5200U 2.2 GHz,Integrated Graphics,8 GB,12.5 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.48 Pounds,207.98
2068,HP,Chromebook,MediaTek MediaTek MT8183 MT8183 2 GHz,ARM,4 GB,11.6,1366 x 768 pixels,32 GB SSD,Chrome OS,2.95 Pounds,236.4
2069,Dell,Latitude 3520 Laptop,Intel Core i7 1.2 GHz,Intel,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 10 Home,3.95 Pounds,1080.37
2070,HP,PROBOOK 640G4,Intel Core i5 INTEL CORE I5-7200U 2.5 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.81 Pounds,309.98
2071,Lenovo,Lenovo Ideapad,Intel Celeron,Intel UHD Graphics 600,4 GB,14 Inches,1366 x 768 pixels,64 GB SSD,Windows 11,3 Pounds,307.62
2072,Dell,Precision 5470 Laptop,Intel Core i7,NVIDIA,32 GB,14 Inches,2560 x 1600 pixels,512 GB SSD,Windows 11 Home,8 Pounds,2071.49
2073,Dell,Inspiron 14 i7425,AMD Ryzen 5 AMD Ryzen 5 5625U 2.7 GHz,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,3.81 Pounds,839.0
2074,HP,14-DK100,AMD Ryzen 3 3250U AMD Ryzen 3 3250U 1.7 GHz,AMD Radeon Graphics,32 GB,14 Inches,1920 x 1080,4 TB SSD,Windows 10 Pro,,949.0
2075,Dell,Latitude 5520,Intel Core i7 3 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB,Windows 10 Pro,4 Pounds,1698.44
2076,Dell,Latitude 7420 Laptop,Intel Core i7 1.8 GHz,Intel,32 GB,14 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 10 Pro,2.7 Pounds,999.99
2077,LG,14ZB90Q-V.ARS3U1,Intel Core i5 i5-1240P 3.3,Intel HD Graphics 520,8 GB,14,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,,1052.45
2078,acer,,AMD,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB,Windows 11 Home,,588.6
2079,Lenovo,Lenovo Yoga 9i,Intel Intel Core i7 1185G7 i7-1355U 3 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,,Windows 11,1.37 Kilograms,1598.0
2080,Lenovo,ThinkPad T14 Gen 1,AMD Ryzen 5 Ryzen 5 PRO 4650U 2.3 GHz,AMD Radeon Graphics,32 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,3.22 Pounds,939.0
2081,Dell,Latitude Rugged 5430 Laptop,Intel Core i7 1.8 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,8 Pounds,1979.99
2082,Lenovo,,Intel Core i5 1.6 GHz,Intel HD Graphics 4200,4 GB,11.6 Inches,1366 x 768 pixels,128 GB SSD,Windows 8.1,,680.0
2083,Lenovo,IdeaPad 3 82RJ,Intel Core i5 Family Intel Core i5-1235U 2.6 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,3.2 Pounds,649.0
2084,Dell,Latitude Rugged 5420 Laptop,Intel Core i3 2.7 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,128 GB SSD,Windows 10 Pro,4.9 Pounds,829.99
2085,Dell,G15 5520 Laptop,Intel Core i5 3.3 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,926.93
2086,LENOVO,82R7,Intel Core i7 Family Intel Core i5-1235U 2.4 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,2880 x 1800,1 TB SSD,Windows 11 Pro,,1349.0
2087,Dell,Dell Latitude,Intel Core i7 Core i7-8650u 1.9 GHz,Intel UHD Graphics 620,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,2.5 Pounds,1239.77
2088,ASUS,Vivobook S 15,Intel Core i7 Family Intel Core i7-12700H 2.4 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,2880 x 1620,1 TB SSD,Windows 11 Pro,4 Pounds,1339.99
2089,HP,ELITEBOOK 820G3,Intel Core i7 INTEL CORE I7-6600U 2.6 GHz,Integrated Graphics,8 GB,12.5 Inches,1366 x 768 pixels,512 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,2.8 Pounds,290.98
2090,Dell,Dell Latitude,Intel Core i5 1.7 GHz,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,,Windows 10 Pro,,1002.53
2091,Dell,Latitude 5520 Laptop,Intel Core i7 1.2 GHz,Intel,64 GB,15.6 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,3.5 Pounds,1354.81
2092,LENOVO,THINKPAD L450,Intel Core i5 INTEL CORE I5-4300U 1.9 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,4.25 Pounds,234.98
2093,Dell,Inspiron,Intel Core i7 Family 1260P 1.5 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,,999.0
2094,Dell,Latitude 5520 Laptop,Intel Core i7 1.2 GHz,Intel,32 GB,15.6 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,3.5 Pounds,1252.01
2095,Dell,Latitude Rugged 5424 Laptop,Intel Core i5 1.7 GHz,Intel,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,5.5 Pounds,812.4
2096,Dell,Precision 5470 Laptop,Intel Core i7,NVIDIA,16 GB,14 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1917.01
2097,Dell,Vostro 5000 5301,Intel Core i7 i7-1165G7 1.2 GHz,Dedicated NVIDIA GeForce MX350 2GB,8 GB,13.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10,2.35 Pounds,1652.07
2098,MSI,GE76238,Intel Core i7 Core i7-10870H 5 GHz,NVIDIA GeForce RTX 3070,32 GB,17.3 Inches,1920 x 1080 pixels,32 GB HDD,Windows 10 Home,6.4 Pounds,3299.0
2099,Lenovo,THINKPAD T450,Intel Core i5 INTEL CORE I5-4300U 1.9 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,3.89 Pounds,212.98
2100,Dell,Latitude 5000,Intel Core i5 i5-1335U 4.6 GHz,Intel,8 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,5.5 Pounds,1076.16
2101,HP,ELITEBOOK 820G3,Intel Core i7 INTEL CORE I7-6600U 2.6 GHz,Integrated Graphics,8 GB,12.5 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,2.8 Pounds,268.98
2102,Panasonic,Toughbook,Intel Core i5 2.3 GHz,Intel HD Graphics 5500,16 GB,13.1 Inches,1024 x 768,1 TB SSD,Windows 10 Pro,7.9 Pounds,625.0
2103,Dell,Latitude 5430 Laptop,Intel Core i7 3.5 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1045.27
2104,Acer,,Intel,Intel,8 GB,17.3 Inches,1920 x 1080 pixels,512 GB,Windows 10 Home,,662.33
2105,Toughbook,CF-20 MK1,Intel Core M Family 1.1 GHz,Intel HD Graphics 515,16 GB,10.1 Inches,1920 x 1200 pixels,128 GB SSD,Windows 10 Pro,,599.0
2106,HP,PROBOOK 6440B,Intel Core i5-2520M 2.4 GHz,Integrated Graphics,4 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish,6.31 Pounds,186.98
2107,Dell,G16 7620 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,16 Inches,2560 x 1600 pixels,2000 GB SSD,Windows 11 Home,5.38 Pounds,1265.87
2108,Dell,Precision 7550 Laptop,Intel Core i7 2.7 GHz,Intel,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 10 Pro,5.42 Pounds,1699.81
2109,Dell,Precision 7550 Laptop,Intel Core i7 2.7 GHz,Intel,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 10 Pro,5.42 Pounds,1699.81
2110,Dell,Latitude,Intel Core i7 i7-1355U 5 GHz,Intel,16 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Pro,6.35 Pounds,908.46
2111,ASUS,ExpertBook B9,Intel Core i7 Intel vPro Essentials with Intel Core i7-1355U 5.1 GHz,Intel,16 GB,14 Inches,2560 x 1600 pixels,,Windows 11 Pro,2.2 Pounds,1910.99
2112,IVIEW,IVIEW MEGATRON 4G,Intel Intel Celeron D Intel N3350 2.6 GHz,Embedded,4 GB,14.1 Inches,1920x1080,64 GB HDD,Windows 10 Pro,0.14 Ounces,189.95
2113,HP,ProBook,Intel Core i5-3210M 2.5 GHz,Intel HD Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,512 GB SSD,Windows 10 64 Bit-Multi-Language Supports English/Spanish/French,,244.98
2114,Dell,,,NVIDIA GeForce RTX 4050,32 GB,15.6 Inches,,1000 GB,Windows 11 Pro,,2160.87
2115,HP,Pavilion,Intel Core i7 2.7 GHz,Intel HD Graphics 620,12 GB,15.6 Inches,1366 x 768 pixels,1 TB,Windows 10,4.85 Pounds,599.99
2116,Dell,,Intel Core i7 1.8 GHz,Intel,,14 Inches,,,Windows 10 Pro,,1754.48
2117,Dell,LATITUDE 3150,Intel Pentium INTEL PENTIUM N3540 2.16 GHz,Integrated Graphics,8 GB,11.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,3.7 Pounds,209.98
2118,Dell,Alienware X17 R2 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3080 Ti,64 GB,17.3 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2597.72
2119,Dell,N8P7J,Intel Intel Core i5 Core i5-10310U 1.7 GHz,Intel UHD Graphics 620,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,4.01 Pounds,860.77
2120,Dell,Latitude 7320 Laptop,Intel Core i7 1.8 GHz,Intel Integrated Graphics,32 GB,13.3 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,2.48 Pounds,831.59
2121,Dell,Latitude E6530,Intel Core i5-3320M 15.6 GHz,Integrated Graphics,8 GB,15.6 Inches,1366 x 768 pixels,240 GB SSD,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),5.4 Pounds,250.98
2122,Dell,,Intel Core i5,Intel UHD Graphics,32 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,,1697.0
2123,Luqeeg,,Intel,Integrated,8 GB,14 Inches,,64 GB,Windows 10,,1000.96
2124,Dell,Latitude 3520 Laptop,Intel Core i7 1.2 GHz,Intel,32 GB,15.6 Inches,,2000 GB SSD,Windows 10 Home,3.95 Pounds,1127.72
2125,ASUS,Asus ZenBook 14,Intel Core i5 Core i5-8265u 1.6 GHz,Intel UHD Graphics 620,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,3.2 Pounds,769.99
2126,LENOVO,THINKPAD YOGA,Intel Core i5 INTEL CORE I5-4200U 1.6 GHz,Integrated Graphics,8 GB,12.5 Inches,1366 x 768 pixels,128 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.5 Pounds,201.98
2127,HP,659K2UT#ABA,Intel Intel Pentium 4 Intel Pentium Silver N6000 3.3 GHz,Intel HD Graphics 400,8 GB,14,1366 x 768 pixels,8 GB SSD,Chrome OS,,758.66
2128,Dell,Latitude 7420 Laptop,Intel Core i5 2.6 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,,1097.24
2129,HP,Elitebook 840 G5 Commercial Notebook PC,Intel Core i7 8550U Core i7-8550U 1.8 GHz,Intel UHD Graphics 620,16 GB,14 Inches,1920x1080,512 GB SSD,Windows 10 Pro,3.3 Pounds,1299.0
2130,LENOVO,THINKPAD L450,Intel Core i5 INTEL CORE I5-4300U 1.9 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,4.25 Pounds,234.98
2131,Dell,Latitude 3520 Laptop,Intel Core i7 1.2 GHz,Intel,64 GB,15.6 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,3.95 Pounds,1191.25
2132,acer,Aspire 5,Intel Core i3 Family Intel Core i3-1115G4 2.2 GHz,Intel UHD Graphics,4 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Home,,509.0
2133,LG,Gram 16Z90R-H,Intel Core i7 Family Intel Core i7-1360P 2.9 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,2560 x 1600,512 GB Hybrid,Windows 11 Home,,1089.49
2134,Dell,Latitude 3520 Laptop,Intel Core i5 2.6 GHz,Intel Integrated Graphics,4 GB,15.6 Inches,,500 GB HDD,Windows 10 Pro,,875.87
2135,Dell,,Intel Core i3 2.1 GHz,Intel,,15.6 Inches,1920 x 1080 pixels,,Windows 10 Pro,,872.93
2136,Dell,,Intel Core i5 1.7 GHz,Intel,8 GB,14 Inches,1366 x 768 pixels,,Windows 10 Pro,,880.45
2137,acer,A515-56,Intel Core i7 Family Intel i7-1165G7 2.8 GHz,Intel Iris Xe Graphics,20 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,3.64 Pounds,939.51
2138,Lenovo,Lenovo,AMD A-Series Quad-Core A6 AMD Radeon R5 2 GHz,AMD Radeon R5,4 GB,11.6 Inches,1366 x 768 pixels,160 GB SSD,Chrome OS,2.6 Pounds,239.88
2139,Dell,Latitude 5510 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,4.01 Pounds,1112.57
2140,BINTEC,HL140G-Pro,Intel Celeron D Celeron N5105 2 GHz,Intel,16 GB,14,1920 x 1200 pixels,16 GB SSD,Windows 11,,446.0
2141,Dell,Inspiron 5620 Laptop,Intel Core i7 3.5 GHz,Intel Integrated Graphics,16 GB,16 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,4.12 Pounds,914.0
2142,Lenovo,,Intel,Intel,8 GB,14 Inches,1920 x 1080 pixels,,Chrome OS,5.2 Pounds,913.99
2143,DELL,Latitude 3440 Laptop,Intel Core i3 3.3 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,3.42 Pounds,946.43
2144,Dell,Latitude 7320 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,13.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,2.48 Pounds,825.56
2145,Dell,Latitude 7420 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,2.7 Pounds,838.14
2146,Dell,Latitude 5420 Laptop,Intel Core i3 2 GHz,Intel Integrated Graphics,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,3 Pounds,1069.11
2147,HP,HP EliteBook 845 G9,AMD Ryzen 5 AMD Ryzen 5 6600U 2.5 GHz,AMD Radeon Graphics,32 GB,14 Inches,1920 x 1200,1 TB SSD,Windows 10 Home,3.09 Pounds,1325.61
2148,Dell,Inspiron 7620 Laptop,Intel Core i7 3.5 GHz,Intel Integrated Graphics,32 GB,16 Inches,3840 x 2160 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,814.23
2149,DELL,Dell Inspiron 15 3000,AMD Ryzen 7 AMD Ryzen 7 5700U 1.9 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,4.03 Pounds,761.31
2150,Dell,LATITUDE 3450,Intel Core i5 INTEL CORE I5-5200U 2.2 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,512 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,4.18 Pounds,276.98
2151,Dell,Latitude 5430 Laptop,Intel Core i5 3.3 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8 Pounds,914.75
2152,Dell,Latitude 5320 Laptop,Intel Core i7 1.8 GHz,Intel Integrated Graphics,32 GB,13.3 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,2.61 Pounds,1542.41
2153,Dell,Inspiron 16 Plus,Intel Core i7 Family Intel Core i7-13700H 2.9 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,,1439.0
2154,Dell,Inspiron 16,Intel Core i7 Family Intel Core i7-13700H 3.1 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Home,,1439.0
2155,Dell,Inspiron 16,Intel Core i7 Family Intel Core i7-13700H 2.8 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,,1439.0
2156,Dell,Inspiron 16,Intel Core i7 Family Intel Core i7-13700H 3.1 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,,1439.0
2157,Dell,Inspiron 16,Intel Core i7 Family Intel Core i7-13700H 3 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Home,,1439.0
2158,Dell,Inspiron 16,Intel Core i7 Family Intel Core i7-13700H 2.9 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Home,,1439.0
2159,Dell,Inspiron 14 2-in-1,AMD Ryzen 7 AMD Ryzen 7 5825U 2.1 GHz,AMD Radeon Graphics,48 GB,14 Inches,1920 x 1200,2 TB SSD,Windows 10 Pro,,1419.0
2160,Dell,Latitude 9420,Intel Core i7 i7-1185G7 3 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Pro,3.09 Pounds,1399.0
2161,HP,HP Envy,Intel Core i7-1165G7 2.8 GHz,Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Pro,2.96 Pounds,1199.0
2162,HP,HP Pavilion x360,Intel Core i5 1.6 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,1.58 Kilograms,570.98
2163,MSI,CREATORZ17046,Intel Core i9 i9-12900H 1.8,NVIDIA GeForce RTX 3080 Ti,32 GB,17,2560 x 1600 pixels,2 TB SSD,Windows 11 Pro,7.93 Pounds,4730.77
2164,Dell,Latitude 5520 Laptop,Intel Core i7 1.8 GHz,Intel,64 GB,15.6 Inches,1366 x 768 pixels,2000 GB SSD,Windows 11 Home,3.5 Pounds,1354.81
2165,Lenovo,Lenovo Ideapad,Intel AMD Ryzen 7 2 GHz,AMD,8 GB,15.6 Inches,1920 x 1080 pixels,512 MB SSD,Windows 10,4 Pounds,609.99
2166,Dell,Latitude 7420 Laptop,Intel Core i7 1.8 GHz,Intel,32 GB,14 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,2.7 Pounds,1180.4
2167,Dell,Dell Inspiron,Intel Core i5-1135G7 4.2 GHz,"Intel Iris Xe Graphics,Intel Iris Xe",8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,"Windows 10 Home,Windows 10",1.4 Kilograms,714.01
2168,Lenovo,Lenovo Ideapad,Intel,Intel HD Graphics 500,2 GB,11.6 Inches,1366 x 768 pixels,32 GB Emmc,Windows 10,1 Kilograms,179.0
2169,Dell,Dell XPS,Intel Core i5 Core i5-8250u 1.6 GHz,Intel UHD Graphics 620,8 GB,13.3 Inches,1920 x 1080,,Windows 10 Pro,2.67 Pounds,1278.99
2170,Dell,,,Intel Integrated Graphics,64 GB,15.6 Inches,,2000 GB,Windows 11 Pro,,1354.81
2171,HP,ELITEBOOK 820G2,Intel Core i5 INTEL CORE I5-5200U 2.2 GHz,Integrated Graphics,16 GB,12.5 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,2.94 Pounds,242.98
2172,acer,SF14-71T-74RF,Intel Intel Core i7 i7-13700H 5 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,2560 x 1600 pixels,1 KB SSD,Windows 11 Home,2.7 Pounds,1399.99
2173,Panasonic,Toughbook,Intel Core i5 7Y54 i5-7y54 1.2 GHz,‎Intel HD Graphics 615,16 GB,10.1 Inches,1920 x 1200 pixels,256 GB SSD,Windows 10 Pro,,679.95
2174,Dell,,,Integrated,8 GB,14 Inches,,,Windows 11 Pro,,788.99
2175,Dell,Dell Latitude 5400,Intel Core i7 1.9 GHz,Intel UHD Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,,1026.88
2176,Dell,LATITUDE E6530,Intel Core i5-3320M 2.6 GHz,Integrated Graphics,8 GB,15.6 Inches,1366 x 768 pixels,500 GB HDD,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish,5.4 Pounds,227.98
2177,Dell,Latitude 7420 Laptop,Intel Core i7,Intel,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,2.7 Pounds,727.64
2178,acer,Acer Swift,AMD Ryzen 5 4500U 2.3 GHz,AMD,8 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 10 Home,1.7 Kilograms,531.26
2179,Lenovo,ThinkPad T14 Gen 2,Intel Core i7 Family 2.9 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,1920x1080,1 TB SSD,Windows 10 Pro,3.2 Pounds,1589.0
2180,Dell,Latitude 7320 Laptop,Intel Core i5 2.6 GHz,Intel Integrated Graphics,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,2.48 Pounds,764.6
2181,Dell,Latitude 7320 Laptop,Intel Core i5 2.6 GHz,Intel Integrated Graphics,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,2.48 Pounds,764.6
2182,Acer,Aspire 5,Intel Core i3 Family Intel Core i3-1115G4 2 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,,579.0
2183,Lenovo,IdeaPad 3 82RK,Intel Core i3 Family Intel Core i3-1215U 2.7 GHz,Intel UHD Graphics,24 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,3.59 Pounds,649.0
2184,acer,Aspire 5 A515,Intel Core i5 Family Intel Core i5-1135G7 2.6 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4.2 Pounds,629.0
2185,HP,17-CN2000,Intel Core i7 Family Intel Core i7-1255U 2.8 GHz,Intel Iris Xe Graphics,16 GB,17.3 Inches,1600 x 900 pixels,1 TB SSD,Windows 11 Home,4.6 Pounds,1249.99
2186,HP,HP-14-DK100,AMD Ryzen 3 3250U Ryzen 3 3250U 2.6 GHz,AMD Radeon Graphics,16 GB,14 Inches,1366 x 768 pixels,512 GB SSD,Windows 11 Home,3.33 Pounds,559.99
2187,HP,HP,Intel Atom 1.04 GHz,Intel HD Graphics,4 GB,11.6 Inches,1366 x 768 pixels,64 GB Emmc,Windows 10 Home,2.3 Pounds,295.0
2188,Dell,Latitude,Intel Core i7-8650U 1.9 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,"Windows, Windows 10",5 Pounds,339.99
2189,Dell,Latitude 7440 Laptop,Intel,Intel,16 GB,14 Inches,1920 x 1200 pixels,256 GB SSD,Windows 11 Home,2.33 Pounds,1154.99
2190,Dell,Latitude 5300 Laptop,Intel Core i5 1.6 GHz,Intel,8 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,2.73 Pounds,785.39
2191,ASUS,,Intel Core i3 2.1 GHz,Integrated,8 GB,14 Inches,,128 GB,Chrome OS,5.8 Pounds,810.72
2192,Dell,Latitude 9440,Intel Core i7 1365U 5.2 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,2560 x 1600,512 GB SSD,Windows 11 Pro,,1950.0
